Datetime,Glasgow,Edinburgh,Leeds,Manchester,Birmingham,London,Causeway Bay,New Territories,Kowloon,Central,Delhi,Mumbai,Cleveland-Elyria-Mentor,Detroit-Warren-Livonia,MONTEZUMA,Minneapolis-St. Paul-Bloomington,New York-Northern New Jersey-Long Island,Plymouth,Swansea
2019-01-04 08:00:00,17,13,35,36,,27,44.5,,26.4,29.2,404.48,257.12,10,20,,,11,22,23
2019-01-04 09:00:00,18,17,35,36,,,41.5,,25.1,26.1,,257.12,,21,,4,12,22,23
2019-01-04 10:00:00,18,17,36,37,,29,41.3,42.7,28.9,24.6,,257.12,12,20,,5,12,22,22
2019-01-04 11:00:00,18,17,36,37,,31,53.1,,32.4,29.2,404.48,257.12,20,17,,2,17,22,22
2019-01-04 12:00:00,18,17,37,38,,32,51.4,,55.4,35.8,404.48,257.12,,26,,1,,21,22
2019-01-04 13:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 14:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 15:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 16:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 17:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 18:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 19:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 20:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 21:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 22:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-04 23:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 00:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 01:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 02:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
2019-01-05 03:00:00,,,,,,,51.2,98.5,,54.2,,,,,,,,,
